tag;nome;referencia;preco;fornecedor;marca;aplicacao
994;MB LANTERNA PISCA ESQ AXOR 3344;PL05920103;59.80;;;MB AXOR 3344
2765;MB LANTERNA PISCA REDONDA;PL04660021;30.00;;;MB (modelo a definir)
656;MB LANTERNA TETO CABINE EXTERNO AXOR;PL05800022;56.49;;;MB (modelo a definir)
1011;MB LANTERNA TRASEIRA AMARELA REDON;RN1031VM;13.04;;;MB (modelo a definir)
1001;MB LANTERNA TRASEIRA COMPLETA AXOR;PL07160109 / GF01738;52.95;;;MB (modelo a definir)
4282;MB LANTERNA TRASEIRA DIREITA AXOR;PL09161309;52.85;;;MB (modelo a definir)
1016;MB LANTERNA TRASEIRA EM ACRILICO LD LE;PL09124229;1331.00;;;MB (modelo a definir)
4283;MB LANTERNA TRASEIRA ESQUERDA AXOR;PL09161409;52.85;;;MB (modelo a definir)
2206;MB LENTE LANTERNA TRASEIRA AXOR 3344;PL09130029;88.93;;;MB AXOR 3344
2219;MB LENTE LANTERNA TRASEIRA AXOR 3344 ANTIGA;PL7173309;64.35;;;MB AXOR 3344
4355;MB LENTE LANTERNA TRASEIRA AXOR MODELO NOVO;GAU1510;70.52;;;MB (modelo a definir)
4284;MB LENTE ÓTICA AXOR LE;;98.00;;;MB (modelo a definir)
2921;MB LIMITADOR DE PORTA AXOR;9737201516;120.00;;;MB (modelo a definir)
1325;"MB LIMPADOR PARABRISA - AXOR 06/VOLVO FH-12 94/06 26""";EG-PALH 2662;33.13;;;MB (modelo a definir)
1084;MB LONA 0135T-140 STD DIANTEIRA - AXOR;0135T-140;28.75;;;MB (modelo a definir)
938;MB LONA 0135TX DIANTEIRA - AXOR 3344;0135T;34.37;;;MB AXOR 3344
1046;MB LONA 0135TXX DIANTEIRA - AXOR 3344;0135TXX;34.00;;;MB AXOR 3344
572;MB LONA 0137T-140 TRASEIRA - AXOR;0137T-140;28.12;;;MB (modelo a definir)
2048;MB LONA DE FREIO 0133T-140 DIANTEIRA 1720;0133T-140;21.07;;;MB 1720
3148;MB LONA DE FREIO 0133TX-140 DIANTEIRA MB 1720;0133TX-140;21.00;;;MB 1720
1924;MB LONA DE FREIO 0134T-140 TRASEIRA E DIANT ATEGO 1725 / TRAS MB 1720;0134T-140;25.00;;;MB ATEGO 1725
1926;MB LONA DE FREIO 0134TX-140 TRASEIRA E DIANT ATEGO 1725 / TRAS MB 1720;0134TX-140;25.01;;;MB ATEGO 1725
2049;MB LONA DE FREIO 0134TXX-140 TRASEIRA E DIANT ATEGO 1725 / TRAS MB 1720;0134TXX-140;268.00;;;MB ATEGO 1725
1441;MB LONA DE FREIO 0137T-140X TRASEIRA;0137T-140X;30.00;;;MB (modelo a definir)
850;MB LONA DE FREIO 137TXX-140 TRASEIRA - AXOR 3344;137TXX-140;48.79;;;MB AXOR 3344
1032;MB LUVA CARDAN DESLIZANTE 1418 /1720;RLV619/LV1060 / SP-3050;630.63;;;MB 1720
1505;MB LUVA CARDAN DESLIZANTE DIANTEIRO - ATEGO;801406 / 90321X;452.02;;;MB (modelo a definir)
1277;MB LUVA DE ENGATE REDUÇÃO AXOR 334;945.262.6823;778.99;;;MB (modelo a definir)
3153;MB MACACO DE BASCULHAR CABINE ATEGO 1725;46-230 / 958.553.0101;531.47;;;MB ATEGO 1725
1054;MB MACACO HIDRAULICO CABINE AXOR 3344;816.6501-0;675.00;;;MB AXOR 3344
2710;MB MAÇANETA DA PORTA INTERNA 1725;50286 / 50287;100.00;;;MB ATEGO 1725
2711;MB MAÇANETA ESTERNA DIREITA AXOR 3344;50507;267.00;;;MB AXOR 3344
3136;MB MAÇANETA ESTERNA ESQUERDA AXOR 3344;50507;267.00;;;MB AXOR 3344
1606;MB MAÇANETA INTERNA DA PORTA DIR/ESQ;50197;90.99;;;MB (modelo a definir)
3178;MB MAÇANETA INTERNA DA PORTA DIREITA AXOR 3344;50462;45.00;;;MB AXOR 3344
1000;MB MAÇANETA INTERNA DA PORTA DIREITA AXOR 3344;50463;45.00;;;MB AXOR 3344
2964;MB MANCAL DA BARRA ESTABILIZADORA AXOR;9413230521;169.83;;;MB (modelo a definir)
1474;MB MANCAL DA EMBREAGEM 1720;3151654310;520.00;;;MB 1720
4090;MB MANCAL DE SUSPENSAO DA CAIXA /1418;R3276A;1150.00;;;MB 1418
582;MB MANCAL INFERIOR EIXO TANDEM (EIXO MORTO) AXOR 3344;9583250042;549.00;;;MB AXOR 3344
720;MB MANCAL SUPERIOR EIXO TANDEM (EIXO MORTO) - AXOR 3344;4551B;818.00;;;MB AXOR 3344
3382;MB MANETE FREIO ESTACIONARIO ATEGO 1725 1726;DPM67ABR-60;572.32;;;MB ATEGO 1725
761;MB MANGUEIRA ASPIRACAO AR TURBINA AXOR;9405281982;599.00;;;MB (modelo a definir)
3306;MB MANGUEIRA ASPIRAÇÃO DE AR 379X321;9585282482;1766.30;;;MB (modelo a definir)
2655;MB MANGUEIRA COLETOR DE ADMISSÃO AXOR 3344;A9585281782;173.00;;;MB AXOR 3344
2961;MB MANGUEIRA DO FILTRO DE AR ATEGO;9735280082;275.00;;;MB (modelo a definir)
2256;MB MANGUEIRA DO INTERCOLLER 2423K;3845011482;173.00;;;MB (modelo a definir)
2255;MB MANGUEIRA DO INTERCOLLER 2423K 5 ANEIS;80X87X215MM;139.00;;;MB (modelo a definir)
147;MB MANGUEIRA DO INTERCOOLER 101,6X;A0020946382;129.00;;;MB (modelo a definir)
2257;MB MANGUEIRA DO RADIADOR / CARCAÇA DE VALVULA 2423K;973010982;460.00;;;MB (modelo a definir)
2907;MB MANGUEIRA DO RADIADOR 1725/2423K;9585012982;350.00;;;MB ATEGO 1725
3099;MB MANGUEIRA DO RADIADOR SUPERIOR/FINA;A9405063035;162.94;;;MB (modelo a definir)
3210;MB MANGUEIRA FILTRO DE AR 1720;001144;496.00;;;MB 1720
148;MB MANGUEIRA INTERCOOLER DE SILICONE AXOR;4170.0018;250.00;;;MB (modelo a definir)
3154;MB MANGUEIRA INTERMEDIARIA DO RADIADOR AXOR 3344;A9405011282 / MM9309;162.00;;;MB AXOR 3344
150;MB MANGUEIRA LIGACAO TURBINA - AXOR 3344;4170.0138 / 457.098.0283;150.92;;;MB AXOR 3344
2971;MB MANGUEIRA RADIADOR SUPERIOR;MM9006;145.00;;;MB (modelo a definir)
2364;MB MANGUEIRA RADIADOR SUPERIOR AXOR;A9585010782;214.74;;;MB (modelo a definir)
2954;MB MANGUEIRA TUBO DE DIREÇÃO AXOR;6254660181;50.00;;;MB (modelo a definir)
4235;MB MANOPLA CAMBIO AUTOMÁTICO;9432601509;512.75;;;MB (modelo a definir)
1680;MB MANOPLA UNIDADE DE CONTROLE SEMI-AUTO - AXOR 3344;4331500700;6350.00;;;MB AXOR 3344
1017;MB MAQUINA DO VIDRO ELETRICO LE 24;50485;354.03;;;MB (modelo a definir)
3200;MB MECANISMO CILINDRO ATUADOR CAMBIO;4213510700;2492.00;;;MB (modelo a definir)
1361;MB MEDIDOR COMBUSTIVEL BOIA TANQUE 210/300 LTS - AXOR 3344;T-070011;170.88;;;MB AXOR 3344
3165;MB MEDIDOR COMBUSTIVEL BOIA TANQUE 315L ATEGO 1725;T070047;230.00;;;MB ATEGO 1725
2044;MB MEIO PARA-CHOQUE - AXOR 2544;9418851401;75.00;;;MB AXOR 2544
2283;MB MINI RELE DO PISCA 12V - 1720;DNI0134;22.69;;;MB 1720
1950;MB MODULO ELETRONICO DA CABINE - AXOR 3344;A0054468102;8000.00;;;MB AXOR 3344
1724;MB MODULO GS - AXOR 2544;A0032605863;7000.00;;;MB AXOR 2544
1619;MB MODULO GS - AXOR 3344;A0032607463;10118.00;;;MB AXOR 3344
1813;MB MOLA 1° TRASEIRA 75CM X 08CM 17;24515;207.55;;;MB (modelo a definir)
1408;MB MOLA 1ª MESTRE PARABOLICA DIANTEIRA AXOR 3344;MOLA108;912.00;;;MB AXOR 3344
1624;MB MOLA 1A TRASEIRA 85X15X1900 - ATEGO 1725;85X15X1900;1720.00;;;MB ATEGO 1725
1156;MB MOLA 1A TRASEIRA AXOR 3344;100X20X1540;667.00;;;MB AXOR 3344
2402;MB MOLA 2A DIANTEIRA AXOR;AESA;1454.00;;;MB (modelo a definir)
874;MB MOLA 2A DIANTEIRA PARABOLICA AX;44874;1206.00;;;MB (modelo a definir)
2245;MB MOLA 2A TRASEIRA 80X13X83/81;80X13X83/81;418.30;;;MB (modelo a definir)
2253;MB MOLA 3ª DIANTEIRA AXOR- 90X25-897X917MM;MB1290.03P;180.00;;;MB (modelo a definir)
2400;MB MOLA 3A TRASEIRA 100X20X1540 AXOR;100X20X1540;581.01;;;MB (modelo a definir)
1812;MB MOLA 3ª TRASEIRA 98CM X 08CM 1720;61660;272.49;;;MB 1720
2401;MB MOLA 3A TRASEIRA AXOR 3344 FOLHA;100X20X1540;416.00;;;MB AXOR 3344
2399;MB MOLA 4A TRASEIRA 100X20X1530 AXOR;100X20X1530;428.68;;;MB (modelo a definir)
1095;MB MOLA 6A TRASEIRA AXOR 3344;100X20X960;426.90;;;MB AXOR 3344
3356;MB MOLA DA CABINE ATEGO 1725;970.317.2085;290.00;;;MB ATEGO 1725
654;MB MOLA DO PATIM DE FREIO DIANT E TRAS - AXOR 3344;306649;5.45;;;MB AXOR 3344
1049;MB MOLA MESTRE 2° 100 X 20 X (770 X 770) MM TRASEIRA AXOR 3344;12299;539.00;;;MB AXOR 3344
1714;MB MOTOR DE PARTIDA 24V - AXOR 334;ZEN35015;2431.00;;;MB (modelo a definir)
1522;MB MOTOR DE PARTIDA 29 MT - 1720;A3761510201;1620.00;;;MB 1720
2046;MB MOTOR DE PARTIDA 29MT 24V;ZEN8029102;1479.00;;;MB (modelo a definir)
1402;MB MOTOR DO VIDRO ELETRICO L/D AXO;690869;430.00;;;MB (modelo a definir)
2221;MB OLHAL 16MM PARA TUBO 12X9MM;69GZ-64;6.48;;;MB (modelo a definir)
3135;MB PARABRISA 1720;;955.00;;;MB 1720
1789;MB PARAFUSO 10X110 VOLANTE/EBREAG;FPS-792697;6.20;;;MB (modelo a definir)
2292;MB PARAFUSO 10X40MM AÇO 10.9 ROSCA ROSCA 1.5 ALTERNADOR AXOR;10X40MM AÇO 10.9 ROSCA ROSCA 1.5;1.50;;;MB (modelo a definir)
2291;MB PARAFUSO 18X50 AÇO 10.9 FIO 1.5 TRAVESSA EIXO CAMBOTA AXOR;18X50 AÇO 10.9 FIO 1.5;21.50;;;MB (modelo a definir)
2890;MB PARAFUSO DE FIXAÇÃO DA BARRA DE REAÇÃO AXOR 19,80MM X ROSCA M20 X 1,5 X 260,50MM;N910105020035 / IABV5108;36.00;;;MB (modelo a definir)
1876;MB PARAFUSO DO AMORTECEDOR AXOR 16X80 AÇO 10.9 ROSCA 1.5;16X80MM;9.40;;;MB (modelo a definir)
2186;MB PARAFUSO DO TIRANTE RETO 20X278 2423K;20X278;53.76;;;MB (modelo a definir)
2891;MB PARAFUSO FIXAÇÃO DA PLACA DE APOIO COXIM AXOR 19,80 X ROSCA M20 X 1,5 X 281MM;N000000005732 / IABV5100;45.48;;;MB (modelo a definir)
3100;MB PARAFUSO FLANGEADO DO TIRANTE V E MANCAL 20X100 COM PORCA;20X100;9.90;;;MB (modelo a definir)
2220;MB PARAFUSO OCO 16MM;26XX-R;7.50;;;MB (modelo a definir)
534;MB PARAFUSO RODA DIANTEIRA MBB AXOR;M22X1,5X77;15.00;;;MB (modelo a definir)
332;MB PARAFUSO RODA TRASEIRA 22X110X120 5MM 10.9 T;M22-1,5 X 110/120,5 X CH32;20.40;;;MB (modelo a definir)
1675;MB PARAFUSODO VOLANTE 16X90 ROSCA 1,5;16X90 1,5;54.80;;;MB (modelo a definir)
3161;MB PARALAMA TRASEIRO LD AXOR 2831;M30123.2;649.00;;;MB AXOR 2831
3160;MB PARALAMA TRASEIRO LE AXOR 2831;M30123.1;649.00;;;MB AXOR 2831
3202;MB PASTILHA DA MARCHA RÉ;60531852;124.30;;;MB (modelo a definir)
3209;MB PATIM DE FREIO ATEGO 1725;816.7009-0;310.33;;;MB ATEGO 1725
2027;MB PATIM DE FREIO DIANTEIRO AXOR3344;14539;319.90;;;MB AXOR 3344
1830;MB PATIM DE FREIO TRAS AXOR 3344;41187;339.00;;;MB AXOR 3344
2827;MB PINO DA MOLA DIANTEIRA 1720;PMB101A;29.00;;;MB 1720
2828;MB PINO DA MOLA TRASEIRA 1720;3853250030;35.00;;;MB 1720
2888;"MB PINO DE CENTRO 12X4"" 100MM";"12X4""";15.00;;;MB (modelo a definir)
2367;"MB PINO DE CENTRO 12X6"" (150MM) CARRO DE APOIO";12X6;18.41;;;MB (modelo a definir)
2366;"MB PINO DE CENTRO 12X8"" (200MM) CARROS DE APOIO";"12X8""";13.51;;;MB (modelo a definir)
1737;"MB PINO DE CENTRO 12X9"" (250MM) - CARROS DE APOIO";"12X9"" (250MM";10.11;;;MB (modelo a definir)
1685;"MB PINO DE CENTRO 14MM X15 ""150MM"" DIANTEIRO AXOR3344";14X12;14.00;;;MB AXOR 3344
4238;MB PINO DE CENTRO CARRO DE APOIO 202MM X 14MM;202X14;20.00;;;MB (modelo a definir)
950;MB PINO DE CENTRO TRASEIRO COM PORCA 18X12 - AXOR 3344;18X12-CB AÇO;58.19;;;MB AXOR 3344
3034;MB PINO DE CUICA 11X35X30;N001444014216;42.00;;;MB (modelo a definir)
866;MB PINO DO PATIM DE FREIO - MB TODOS;3464211174;24.90;;;MB (modelo a definir)
356;MB PINO DUPLO AXOR 108X152X25MM AXOR;3503605;250.00;;;MB (modelo a definir)
3094;MB PINO DUPLO TIRANTE V (75X130X25MM) AXOR 2544;ZL0374;170.00;;;MB AXOR 2544
2915;MB PISANTE ESTRIBO SUPERIOR LE/LD AXOR 3344;0000025177;98.00;;;MB AXOR 3344
2045;MB PISANTE PARA-CHOQUE - AXOR 3344;9418805370;420.00;;;MB AXOR 3344
4280;MB PISANTE SUPERIOR PARA-CHOQUE AXOR 2544;9448800105;376.00;;;MB AXOR 2544
1305;MB POLIA AUXILIAR (MALUCA) CORREIA ALTERNADOR - AXOR;;92.44;;;MB (modelo a definir)
1917;MB POLIA DA CORREIA AUXILIAR FURO PEQUENO - AXOR 3344;A0005501633;173.00;;;MB AXOR 3344
2063;MB POLIA DESVIADORA CORREIA ATEGO 1725;20-321 LNG;158.00;;;MB ATEGO 1725
759;MB POLIA DO ALTERNADO AXOR;;130.00;;;MB (modelo a definir)
2934;MB POLIA ESTRIADA TENSOR DO AXOR;20-244 / 4572003070;120.00;;;MB (modelo a definir)
1504;MB PONTEIRA CARDAN DESLIZANTE (ESPIGA) - ATEGO 1725;801606 / 904011;536.41;;;MB ATEGO 1725
1031;MB PONTEIRA CARDAN DESLIZANTE 1720;801608 / PT1022/RPT624;463.48;;;MB 1720
4137;MB PORCA DO BLOQUEIO DIFERENCIAL TRASEIRO AXOR;;439.00;;;MB (modelo a definir)
2918;MB PORCA DO CUBO TRASEIRO AXOR;MIC0399;120.00;;;MB (modelo a definir)
2917;MB PORCA EIXO BLOQUEIO DIFERENCIAL/EIXO AXOR;9423530225;439.25;;;MB (modelo a definir)
1669;MB PORCA PINHAO DIFERENCIAL - AXOR;35-399;160.61;;;MB (modelo a definir)
4258;MB PORCA RODA 32MM M22-1.5 AXOR;2902204;6.83;;;MB (modelo a definir)
3346;MB PORTA ESCOVA ATEGO 1725;1.165/4;163.52;;;MB ATEGO 1725
4317;MB PROTETOR DIFERENCIAL;81357300018;0.00;;;MB (modelo a definir)
2185;MB RADIADOR 1720;CR2150000P;2186.00;;;MB 1720
3117;MB RADIADOR DE ÁGUA ATEGO 1725;;2227.66;;;MB ATEGO 1725
1554;MB RADIADOR DE ÁGUA AXOR 3344;;2981.00;;;MB AXOR 3344
3232;MB RADIADOR DE ÓLEO 2324K;20190390600;642.09;;;MB (modelo a definir)
2752;MB RADIADOR RECONDICIONADO AXOR;RECONDICIONADO;550.00;;;MB (modelo a definir)
758;MB REGULADOR DE VOLTAGEM 24V - AXOR;F00MA45253;411.04;;;MB (modelo a definir)
2010;MB RELE AUTOMATICO AUXILIAR 24V - AXOR 3344;ZEN 73428;150.00;;;MB AXOR 3344
3324;MB RELE DE PARABRISA 12V;DNI 0813;52.58;;;MB (modelo a definir)
127;MB RELE DE PARTIDA DELCO 29MT 12V;ZM818;429.00;;;MB (modelo a definir)
3304;MB RELÉ DO PISCA;DNI 0412S4;18.06;;;MB (modelo a definir)
1902;MB RELE DO PISCA 24V AXOR;DNI0424-S4;22.69;;;MB (modelo a definir)
1901;MB RELE PARABRISA AXOR 24V;DNI0824;40.79;;;MB (modelo a definir)
2184;MB RELOGIO INDICADOR DE TEMPERATURA ATEGO 1725;W01050C;160.00;;;MB ATEGO 1725
3032;MB RENTENTOR EIXO PILOTO CAMBIO CAIXA G211 A G330;A0199970547;420.00;;;MB (modelo a definir)
1798;MB REPARA VALVULA APU AXOR;FARJ931152;108.36;;;MB (modelo a definir)
2952;MB REPARO CUICA DE FREIO 30;QA1116G;120.00;;;MB (modelo a definir)
2919;MB REPARO DA VALVULA (6 VIAS /4VIAS WABCO) AXOR;QA2031M / 9347050012:009;175.00;;;MB (modelo a definir)
2920;MB REPARO DA VALVULA PEDAL;QA1052;130.00;;;MB (modelo a definir)
2295;MB REPARO DO BICO AXOR 3344;F000431702;154.00;;;MB AXOR 3344
2279;MB REPARO DO BLOQUEIO DIFERENCIAL;RDA-1543;45.00;;;MB (modelo a definir)
852;MB REPARO DO EIXO S TRASEIRO AXOR;3454200341 / 6417442;142.50;;;MB (modelo a definir)
2471;MB REPARO E VALVULA DO MODULO GS - AXOR;4213510072;2178.00;;;MB (modelo a definir)
4179;MB REPARO EIXO S / ROTULA E C TRASEIRO AXOR;MA0343;65.95;;;MB (modelo a definir)
1324;MB REPARO VALVULA 4 VIAS KNOR;FARJ940352 / QA-2006;130.00;;;MB (modelo a definir)
1797;MB REPARO VALVULA APU KNORR AXOR;QA-2010C;130.00;;;MB (modelo a definir)
1796;MB REPARO VALVULA APU WABCO;QA-2039;175.00;;;MB (modelo a definir)
1673;MB RESERVATORIO DE ÁGUA - 1720;899;586.00;;;MB 1720
1592;MB RESERVATORIO OLEO HIDRAULICO AXOR;4665902;89.00;;;MB (modelo a definir)
803;MB RESISTENCIA DA CAIXA EVAPORADORA AXOR;DI25158;120.00;;;MB (modelo a definir)
4144;MB RESPIRO DE PLASTICO DO TANQUE DE COMBUSTIVEL / AXOR 3344;;29.38;;;MB AXOR 3344
2903;MB RETENTOR 32X47X7 CAIXA DE TRANSMISSÃO EIXO DE MUDANÇA G240;488763N;54.00;;;MB (modelo a definir)
3145;MB RETENTOR 55X75X10 MUNHÃO 1725;5094 BR;30.00;;;MB ATEGO 1725
576;MB RETENTOR 86X105X5 / 6 DIANTEIRO INTERNO AXOR;7020 GRGE;38.40;;;MB (modelo a definir)
4094;MB RETENTOR BLOQUEIO TAMPA TRASEIRA 75,00X95,00;5856BAGF;50.52;;;MB (modelo a definir)
1620;MB RETENTOR CAIXA CAMBIO TRASEIRO 1720 1725;02530 BRG;15.18;;;MB ATEGO 1725
2897;MB RETENTOR CUBO DE TODA TRASEIRO ATEGO;01884BRAG;89.00;;;MB (modelo a definir)
577;MB RETENTOR CUBO RODA DIANTEIRO EXTERNO 120X150X15/20.8MM - AXOR 3344;7021 BRAGE / 383260;69.84;;;MB AXOR 3344
2608;MB RETENTOR DA LUVA DO CARDANZINHO - AXOR 3344;02753 BRG;153.00;;;MB AXOR 3344
1947;MB RETENTOR DA RODA DIANTEIRA ATEGO 1725;A0199979047;546.77;;;MB ATEGO 1725
940;MB RETENTOR DE RODA TRASEIRO CUBO 1725 1720;01735 BG;39.57;;;MB ATEGO 1725
1802;MB RETENTOR DIFERENCIAL/PINHÃO EXTENO 68X85X10 1720 1725 1418;SAR02557 / 01373N;106.59;;;MB ATEGO 1725
3150;MB RETENTOR DO BLOQUEIO DA TAMPA TRASEIRA DO MERCEDES BENZ AXOR 3344;5855 BAG;57.41;;;MB AXOR 3344
942;MB RETENTOR DO BLOQUEIO FLANGE DIFERENCIAL AXOR;0149971246;79.29;;;MB (modelo a definir)
4126;MB RETENTOR DO CAMBIO FLANGE TRASEIRO GUARDA PO CAIXA G240;08474 BRAG;150.00;;;MB (modelo a definir)
4096;MB RETENTOR DO CUBO DE RODA DIANTEIRO EXTERNO;03682BAGE;62.90;;;MB (modelo a definir)
2922;MB RETENTOR DO DIFERENCIAL EIXO TRASEIRO AXOR;00047B;74.00;;;MB (modelo a definir)
4003;MB RETENTOR DO DIFERENCIAL/PINHAO EXTERNO 68,0X85,0X10,0 MM /1418;SABO 02556 TIPO BAF;70.02;;;MB 1418
4002;MB RETENTOR DO DIFERENCIAL/PINHAO INTERNO 68,0X85,0X10,0 MM /1418;SABOR 02556 (TIPO BAF);48.23;;;MB 1418
1664;MB RETENTOR DO MOTOR/VOLANTE - AXOR 3344;6394 BRAGF / 48.5155-T / 05155GRAHF;165.00;;;MB AXOR 3344
1400;MB RETENTOR DO PINHÃO DO DIFERENCIAL 85X145X12/37 - AXOR 3344;219975947 / 07475-BRABGE / 447,080;133.00;;;MB AXOR 3344
1186;MB RETENTOR DO PRIMEIRO DIFERENCIAL SABO 75X95X10;07290BRAGF;120.00;;;MB (modelo a definir)
1401;MB RETENTOR DO VIRABREQUIM DIANT AXOR;05184GRAHF;150.00;;;MB (modelo a definir)
1259;MB RETENTOR EIXO DIANTEIRO FINAL - AXOR;00618 BAG;19.12;;;MB (modelo a definir)
2895;MB RETENTOR LADO VOLANTE AXOR 3344;48.5155-T;120.00;;;MB AXOR 3344
3144;MB RETENTOR PARA ROLAMENTO NA NKS55 ATEGO 1725;5362B R;30.00;;;MB ATEGO 1725
2898;MB RETENTOR PINHÃO TAMPA TRASEIRA DO CAMBIO 1720;02607BRG;35.00;;;MB 1720
1187;MB RETENTOR RODA FONICA FREIO ABS;7296;190.02;;;MB (modelo a definir)
3036;MB RETENTOR TAMPA MANCAL;A0129978247;33.00;;;MB (modelo a definir)
2899;MB RETENTOR TRASEIRO DO VIRABREQUIM 1725;07855V;106.34;;;MB ATEGO 1725
4127;MB RETENTOS DO CUBO DA RODA INTERNA;03681;35.25;;;MB (modelo a definir)
